Orden;Clase de orden;Ubicac.técnica;Fe.inic.extrema;Texto breve;Status usuario;Status sistema;Cl.actividad PM;Cst.tot.reales;Ce.emplazam.;Fe.inicio real;Fecha fin real;Plan mant.prev.;Pos.mantenim.;;
10026875;PM01;COL-AX-AUTO-X8007;03/03/2020;Agregar liga de freno a Montacarga # 7;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;0,67;CEGS;03/03/2020;06/03/2020;0;0;;
10026877;PM01;COL-P1-EVAP;03/03/2020;no encienden las bombas de P1 y P2;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;1,97;CEGS;03/03/2020;06/03/2020;0;0;;
10026878;PM01;DAL-QP-EMPA-HN1341B;03/03/2020;MTTO A HORNO RETRACCCION ETIQUETA HN1341;EJEC;CTEC NOTI KKMP NLIQ PREC;1;4,10;CEGD;07/03/2020;07/03/2020;0;0;;
10026879;PM01;DAL-QP-EMPA-HN1341C;03/03/2020;MTTO A HORNO RETRACCCION ETIQUETA HN1341;EJEC;CTEC NOTI KKMP NLIQ PREC;1;1,07;CEGD;01/03/2020;01/03/2020;0;0;;
10026899;PM01;COL-P1-EDIL-P1241A;03/03/2020;Reparar bomba positiva;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;0,10;CEGS;03/03/2020;06/03/2020;0;0;;
10026900;PM01;DAL-SV-SVAP-B9100C;03/03/2020;REPARACIÓN DEL SIST. DE CONTROL ELÉCTRIC;EJEC;CTEC NOTI KKMP NLIQ PREC;1;0,00;CEGD;03/03/2020;03/03/2020;0;0;;
10026903;PM01;COL-SV-ELAB-LB9931;03/03/2020;SERVICIO AL DESTILADOR;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;0,66;CEGS;03/03/2020;06/03/2020;0;0;;
10026906;PM01;DAL-SV-LIMP-LV9700D1;03/03/2020;REPARAR VALVULA 1 RETOR. TANQUE T9700D;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;1,18;CEGD;09/03/2020;09/03/2020;0;0;;
10026923;PM01;DAL-QN-COAG-T2470;03/03/2020;RE-CONFIGURAR EL CONTROLADOR;EJEC;CTEC NOTI KKMP NLIQ PREC;1;1,07;CEGD;07/03/2020;07/03/2020;0;0;;
10026641;PM02;DAL-QP-ENVA-TP1220;02/03/2020;Limpieza e inspección a tapadora TP-1220;EJEC;CTEC NOTI EDET KKMP NLIQ PREC;1;2,13;CEGD;09/03/2020;09/03/2020;150158;1800;;
10026850;PM01;COL-P1-EDIL;02/03/2020;Revisar filtro de tanque de dilución;EJEC CREA;CTEC NOTI EDET MACO MOVM NLIQ PREC;1;0,67;CEGS;02/03/2020;04/03/2020;0;0;;
10026851;PM01;COL-SV-STAP;02/03/2020;Reparar bomba del filtro de agua potable;EJEC CREA;LIB. NOTI MACO MOVM NLIQ PREC;1;20,23;CEGS;02/03/2020;05/03/2020;0;0;;
10026855;PM01;DAL-SV-ELEC-G9600;02/03/2020;CORREGIR FUGA DE AGUA RADIA. GEN 1500KVA;EJEC;CTEC KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10026858;PM01;COL-P2-EVAP;02/03/2020;Reparar fuga de vapor manifor p2;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;1,68;CEGS;02/03/2020;05/03/2020;0;0;;
10026859;PM01;COL-P1-RALM-S1130A;02/03/2020;Reparar rosca aislada del manifor silo 1;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;1,35;CEGS;02/03/2020;05/03/2020;0;0;;
10026860;PM01;COL-P1-RALM;02/03/2020;Reparar rosca aislada de brazo;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;1,35;CEGS;02/03/2020;05/03/2020;0;0;;
10026861;PM01;COL-SV-ACOM;02/03/2020;Cambiar correa dañada;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;1,35;CEGS;02/03/2020;04/03/2020;0;0;;
10026862;PM01;COL-PC-MEZC-CY3300A;02/03/2020;Breaker de transportador;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;1,27;CEGS;02/03/2020;05/03/2020;0;0;;
10026863;PM01;COL-PC-MEZC-CY3301A;02/03/2020;Reparar boton de encendido;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;1,31;CEGS;02/03/2020;05/03/2020;0;0;;
10026864;PM01;COL-PC-MEZC-CYM3300A;02/03/2020;Reparar protector de taraba de motor;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;0,63;CEGS;02/03/2020;05/03/2020;0;0;;
10026865;PM01;COL-PC-MEZC;02/03/2020;Reparar ventilador;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;0,95;CEGS;02/03/2020;05/03/2020;0;0;;
10026866;PM01;COL-AX-AUTO-X8007;02/03/2020;Completar nivel de aceite-Montacarga # 7;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;0,76;CEGS;02/03/2020;05/03/2020;0;0;;
10026871;PM01;COL-AX-EDIF-ED8007;02/03/2020;REPARAR AIRE SPLITT-PRODUCTO TERMINADO;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;0,99;CEGS;02/03/2020;05/03/2020;0;0;;
10026872;PM01;COL-AX-EDIF-ED8004;02/03/2020;AIRE SPLITT-CASULCA;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;1,31;CEGS;02/03/2020;05/03/2020;0;0;;
10027041;PM01;DAL-QP-ENVA-FL1210A;02/03/2020;REEMPLAZAR TORNILLOS DE SUJEC. LLENADORA;EJEC;CTEC KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10028827;PM02;DAL-SV-ACOM;02/03/2020;Limpieza a compresores de aire K-9300A/B;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;2,70;CEGD;18/07/2020;18/07/2020;150382;2303;;
10025871;PM02;COL-P1-RALM-AM1130E;01/03/2020;Mant. Motor eléctrico AM-1130D (Silo 5);EJEC CREA;CTEC NOTI IMPR KKMP NLIQ PREC;1;3,16;CEGS;01/03/2020;01/03/2020;150173;1830;;
10026368;PM01;COL-P1-EDIL;01/03/2020;fuga de vapor linea de dilucion;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;2,69;CEGS;01/03/2020;01/03/2020;0;0;;
10026756;PM02;DAL-QP-EMPA-Z1360;01/03/2020;Inspección y limpieza envolvedor Z-1360;EJEC;CTEC NOTI NLIQ PREC;3;2,13;CEGD;13/03/2020;13/03/2020;150350;1783;;
10026845;PM01;DAL-SV-ELEC-G9600;01/03/2020;COMPLETAR NIVEL DE ACEITE;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;17,63;CEGD;02/03/2020;02/03/2020;0;0;;
10026847;PM01;DAL-SV-SVAP-B9100C;01/03/2020;SERVICIO AL TERMICO;EJEC;CTEC NOTI KKMP NLIQ PREC;1;1,07;CEGD;01/03/2020;01/03/2020;0;0;;
10026852;PM01;DAL-QP-ENVA-TP1220;01/03/2020;REEMPLAZO SENSOR INDUCT. Y SELECTOR;EJEC;CTEC NOTI MOVM NLIQ PREC;1;0,00;CEGD;02/03/2020;02/03/2020;0;0;;
10026853;PM01;DAL-QP-EMPA-Z1350;01/03/2020;OPTIMIZAR FUNC. DEL EQUIPO;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;8,64;CEGD;01/03/2020;02/03/2020;0;0;;
10026854;PM01;DAL-QP-ENVA-FL1210A;01/03/2020;REEMPLAZO DE RESORTE EN LLENADORA;EJEC;CTEC NOTI KKMP NLIQ PREC;1;2,05;CEGD;01/03/2020;01/03/2020;0;0;;
10026856;PM01;COL-PC-FLEX;01/03/2020;Revisar Balanza de cajas y sacos;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;0,66;CEGS;01/03/2020;04/03/2020;0;0;;
10026857;PM01;COL-PC-FLEX;01/03/2020;Cambiar  formato en sala de raumak;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;0,66;CEGS;01/03/2020;04/03/2020;0;0;;
10026326;PM02;DAL-SV-ELEC-GM9600;29/02/2020;Mantenimiento preventivo motor GM9600;EJEC;CTEC NOTI IMPP MACO MOVM NLIQ PREC;1;43,99;CEGD;26/02/2020;26/02/2020;150284;2108;;
10026614;PM02;DAL-LD-ENVA-FL4200A;29/02/2020;Mantenimiento a llenadora A (UHT);PNEJ;CTEC KKMP NLIQ PREC;1;0,00;CEGD;;;150403;2335;;
10026846;PM01;DAL-QN-PAST-M2320;29/02/2020;REVISION Y PRUEBAS CON LA DESCREMADORA;EJEC;CTEC NOTI KKMP NLIQ PREC;1;24,55;CEGD;29/02/2020;06/03/2020;0;0;;
10026525;PM02;DAL-SV-ELEC-GM9601;28/02/2020;Mantenimiento preventivo motor GM9601;EJEC;CTEC NOTI IMPP MACO MOVM NLIQ PREC;1;23,87;CEGD;27/02/2020;27/02/2020;150285;2109;;
10026755;PM02;DAL-QP-EMPA;28/02/2020;Mant. a transportadores (Envolvedor);EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;0,00;CEGD;02/03/2020;02/03/2020;150350;2045;;
10026788;PM01;COL-AX-EDIF-ED8009;28/02/2020;Revisar alumbrado de sala de mantequilla;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;1,28;CEGS;27/02/2020;28/02/2020;0;0;;
10026807;PM01;COL-AX;28/02/2020;Selladora de sacos de mezclado;EJEC CREA;CTEC NOTI EDET MACO MOVM NLIQ PREC;1;0,57;CEGS;27/02/2020;28/02/2020;0;0;;
10026822;PM01;DAL-QP-ENVA-TP1220;28/02/2020;INSTALAR TORNILLO EN LA BRIDA;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;5,19;CEGD;28/02/2020;28/02/2020;0;0;;
10026823;PM01;COL-P1-RALM-S1130A;28/02/2020;alaboraracion de conexion silo 3;PROG CREA;CTEC NOTI MOVM NLIQ PREC;1;1,02;CEGS;28/02/2020;28/02/2020;0;0;;
10026824;PM02;DAL-SV-ELEC-GM9601;28/02/2020;Mantenimiento preventivo motor GM9601;EJEC;CTEC NOTI IMPP MACO MOVM NLIQ PREC;1;46,01;CEGD;15/04/2020;15/04/2020;150285;2109;;
10026825;PM02;DAL-SV-ELEC-GM9600;28/02/2020;Mantenimiento preventivo motor GM9600;EJEC;CTEC NOTI IMPP MACO MOVM NLIQ PREC;1;40,21;CEGD;28/02/2020;28/02/2020;150284;2108;;
10026826;PM01;COL-SV-ACOM-K9300B;28/02/2020;Completar nivel de aceite compresor;PROG CREA;CTEC NOTI MOVM NLIQ PREC;1;6,07;CEGS;28/02/2020;28/02/2020;0;0;;
10026827;PM01;COL-MQ-MENV-CD5160B;28/02/2020;Realizar mantenimiento al hitachi;PROG CREA;CTEC NOTI KKMP NLIQ PREC;1;0,73;CEGS;28/02/2020;28/02/2020;0;0;;
10026828;PM01;COL-P1-EDIL-NV1240D;28/02/2020;Valvula tanque 4 no abre;PROG CREA;CTEC NOTI KKMP NLIQ PREC;1;0,73;CEGS;28/02/2020;28/02/2020;0;0;;
10026842;PM01;DAL-QP-ENVA-FL1210A;28/02/2020;SERVICIO AL SENSOR;EJEC;CTEC NOTI KKMP NLIQ PREC;1;1,07;CEGD;28/02/2020;28/02/2020;0;0;;
10026843;PM01;DAL-QN-MEZC;28/02/2020;CORREGIR FUGAS DE VAPOR;EJEC;CTEC NOTI KKMP NLIQ PREC;1;0,00;CEGD;28/02/2020;28/02/2020;0;0;;
10026844;PM01;DAL-QN-RALM-A2170C;28/02/2020;AJUSTES DE ESTOPERA;EJEC;CTEC NOTI KKMP NLIQ PREC;1;1,07;CEGD;28/03/2020;28/03/2020;0;0;;
10026523;PM02;DAL-OP-QANA;27/02/2020;Inspección a sistema de hilado;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;3,21;CEGD;13/03/2020;13/03/2020;150402;2334;;
10026631;PM02;DAL-SV-SREF;27/02/2020;Inspección transmisores de nivel +5/-5;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;1,04;CEGD;23/02/2020;23/02/2020;150310;2144;;
10026638;PM02;DAL-QP-PPRE;27/02/2020;Insp. tableros eléctricos QP-PPRE;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;0,00;CEGD;02/03/2020;02/03/2020;150157;1799;;
10026639;PM02;DAL-QP-ENVA;27/02/2020;Insp. tableros eléctricos QP-ENVA;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;0,00;CEGD;02/03/2020;02/03/2020;150157;1822;;
10026640;PM02;DAL-QP-EMPA;27/02/2020;Insp. tableros eléctricos QP-EMPA;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;3,21;CEGD;13/03/2020;13/03/2020;150157;1823;;
10026750;PM02;DAL-SV-STAP;27/02/2020;Inspección a tableros agua potable;EJEC;CTEC NOTI KKMP NLIQ PREC;3;1,04;CEGD;28/02/2020;28/02/2020;150394;2328;;
10026760;PM01;DAL-SV-SREF-PM9410A;27/02/2020;REEMPLAZAR RODAMIENTO (REHAB. MOTOR SPAR;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;2,08;CEGD;27/02/2020;27/02/2020;0;0;;
10026782;PM01;COL-AX;27/02/2020;Revisar selladora;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;0,49;CEGS;27/02/2020;28/02/2020;0;0;;
10026783;PM01;COL-AX;27/02/2020;Revisar selladora de sacos;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;0,49;CEGS;27/02/2020;28/02/2020;0;0;;
10026784;PM01;COL-SV-SVAP-B9100A;27/02/2020;Tablero de control de calderas;EJEC CREA;CTEC NOTI EDET MACO MOVM NLIQ PREC;1;0,69;CEGS;27/02/2020;28/02/2020;0;0;;
10026785;PM01;COL-P1-SECA-BL1420;27/02/2020;Falla en el ventilador de ciclon calient;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;0,83;CEGS;27/02/2020;28/02/2020;0;0;;
10026786;PM01;COL-SV-ELEC;27/02/2020;Mantenimiento al banco de transformadore;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;1,21;CEGS;27/02/2020;28/02/2020;0;0;;
10026787;PM01;COL-P1-SECA-CY1442;27/02/2020;Transp. largo de producción;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;0,88;CEGS;27/02/2020;28/02/2020;0;0;;
10026789;PM01;COL-MQ-MENV-FL5140B;27/02/2020;Maquina SIG (Llenadora de politos);EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;0,83;CEGS;27/02/2020;28/02/2020;0;0;;
10026790;PM01;COL-PC-MEZC-BD3300A;27/02/2020;Revisar reductor;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;31,49;CEGS;27/02/2020;28/02/2020;0;0;;
10026791;PM01;DAL-SV-SREF-BL9480A;27/02/2020;REMPLAZO DE CORREA;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;1,04;CEGD;27/02/2020;27/02/2020;0;0;;
10026792;PM01;DAL-QN-EMPA-CD2500;27/02/2020;CALIBRAR CODIFICADORA;EJEC;CTEC NOTI KKMP NLIQ PREC;1;0,52;CEGD;27/02/2020;27/02/2020;0;0;;
10026793;PM01;COL-P1-EVAP-P1350A1;27/02/2020;Chequear bomba 1 efecto;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;0,56;CEGS;27/02/2020;28/02/2020;0;0;;
10026794;PM01;COL-P1-EVAP-P1350A2;27/02/2020;Chequear bomba;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;0,56;CEGS;27/02/2020;28/02/2020;0;0;;
10026798;PM01;COL-P1-EVAP-P1350B;27/02/2020;chequear bomba 2 efecto;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;0,56;CEGS;27/02/2020;28/02/2020;0;0;;
10026799;PM01;COL-P1-EVAP-P1350C1;27/02/2020;chequear bomba 3 efecto;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;0,56;CEGS;27/02/2020;28/02/2020;0;0;;
10026801;PM01;COL-P1-EVAP-P1301;27/02/2020;Chequear bomba de descarga;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;0,56;CEGS;27/02/2020;28/02/2020;0;0;;
10026803;PM01;COL-P1-EDIL;27/02/2020;Reparar manguera sanitaria;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;2,26;CEGS;27/02/2020;28/02/2020;0;0;;
10026804;PM01;COL-AX-AUTO-X8006;27/02/2020;Tren trasero de montacargas # 6;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;1,12;CEGS;27/02/2020;28/02/2020;0;0;;
10026805;PM01;DAL-QN-MEZC-NV2252A;27/02/2020;CORREGIR FUGA D/AIRE EN MEZCLA;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;0,58;CEGD;27/02/2020;27/02/2020;0;0;;
10026806;PM01;COL-P2-EVAP-E2140A;27/02/2020;Corregir fuga de producto de Evaporador;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;0,83;CEGS;27/02/2020;28/02/2020;0;0;;
10026808;PM01;COL-SV-ACOM;27/02/2020;Tuberia de aire comprimido-Mezclado;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;0,73;CEGS;27/02/2020;28/02/2020;0;0;;
10026809;PM01;COL-PC-MEZC;27/02/2020;Revisar cableado de mezclas en seco;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;0,51;CEGS;27/02/2020;28/02/2020;0;0;;
10026816;PM01;DAL-QP-ENVA-PLC1201;27/02/2020;INSTALAR VENTILADORES AL TABLERO;EMAT;LIB. EDET FMAT NLIQ PREC;1;0,00;CEGD;;;0;0;;
10026818;PM01;DAL-QN-EMPA-PK2510;27/02/2020;REMPLAZO DE RESISTENCIA;EJEC;CTEC NOTI KKMP NLIQ PREC;1;0,52;CEGD;27/02/2020;27/02/2020;0;0;;
10026819;PM01;DAL-QP-EMPA-PLC1303;27/02/2020;RESTITUIR FUNC PUSH BUTTON STOP;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;1,07;CEGD;10/03/2020;10/03/2020;0;0;;
10026821;PM01;COL-SV-ELEC-G9609;27/02/2020;Reparar bornes de bateria;PROG CREA;CTEC NOTI KKMP NLIQ PREC;1;0,26;CEGS;27/02/2020;28/02/2020;0;0;;
10026073;PM02;DAL-OP-QANA;26/02/2020;Inspección a válvulas neumáticas 19;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;4,27;CEGD;19/02/2020;19/02/2020;150239;1957;;
10026630;PM02;DAL-SV-SREF;26/02/2020;Inspección motor-bomba sist. +5/-5;EJEC;CTEC NOTI IMPP MACO MOVM NLIQ PREC;3;3,97;CEGD;21/02/2020;21/02/2020;150310;2142;;
10026676;PM02;DAL-QP-EMPA;26/02/2020;Mtto a reductores y chumaceras EMPA;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;2,13;CEGD;17/03/2020;17/03/2020;150281;2102;;
10026751;PM02;DAL-SV-SINC;26/02/2020;Inspección conjunto motor-bomba SCI;EJEC;CTEC NOTI KKMP NLIQ PREC;3;1,04;CEGD;28/02/2020;28/02/2020;150412;1929;;
10026754;PM02;DAL-QP-ENVA;26/02/2020;Mtto a reductores y chumaceras ENVA;EJEC;CTEC NOTI IMPP MACO MOVM NLIQ PREC;1;8,58;CEGD;19/03/2020;19/03/2020;150280;2101;;
10026759;PM01;DAL-LD-STER-P4110A2;26/02/2020;REMPLAZAR SELLO;EJEC;CTEC EDET FMAT NLIQ PREC;1;0,00;CEGD;;;0;0;;
10026761;PM01;COL-PC-FLEX-Z3111A;26/02/2020;Reparar transportadores garvens;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;2,15;CEGS;26/02/2020;26/02/2020;0;0;;
10026762;PM01;COL-MQ-MENV-FL5140B;26/02/2020;Motor de llenadora de polito;EJEC CREA;CTEC NOTI EDET FENA MOVM NLIQ PREC;1;1,23;CEGS;26/02/2020;27/02/2020;0;0;;
10026763;PM01;COL-SV-ACOM-K9300B;26/02/2020;Completar nivel de aceiite;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;6,50;CEGS;26/02/2020;27/02/2020;0;0;;
10026780;PM01;COL-PC-FLEX-Z3120A;26/02/2020;No sella en la horizontal;EJEC CREA;CTEC NOTI EDET MACO MOVM NLIQ PREC;1;2,10;CEGS;26/02/2020;27/02/2020;0;0;;
10026781;PM01;COL-PC-FLEX-Z3120A;26/02/2020;Reparar banda transportadora;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;0,83;CEGS;26/02/2020;27/02/2020;0;0;;
10026800;PM01;DAL-QN-RALM-MV2100A;26/02/2020;REMPLAZO DE UNIDAD DE MANTENIMIENTO;EJEC;CTEC NOTI KKMP NLIQ PREC;1;1,07;CEGD;26/02/2020;26/02/2020;0;0;;
10026814;PM01;DAL-QN-MEZC-HG2230;26/02/2020;CAMBIAR ESTOPERA INF Y PINTAR;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;54,84;CEGD;10/06/2020;10/06/2020;0;0;;
10026632;PM02;DAL-SV-SREF;25/02/2020;Inspección interc. de calor +5/-5;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;2,08;CEGD;23/02/2020;23/02/2020;150310;2145;;
10026633;PM02;DAL-SV-SREF;25/02/2020;Inspección separadores +5/-5;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;2,08;CEGD;23/02/2020;23/02/2020;150310;2146;;
10026758;PM01;COL-PC-FLEX-FL3110A;25/02/2020;Desajuste en mecha dosificadora;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;1,71;CEGS;25/02/2020;26/02/2020;0;0;;
10026367;PM01;COL-SV-STAS-P9700A;24/02/2020;Empalme eléctrico de resina liquida;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;0,00;CEGS;24/02/2020;24/02/2020;0;0;;
10026587;PM02;COL-MQ-MENV;24/02/2020;Inspección motores Mantequillería 1;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;0,35;CEGS;28/02/2020;28/02/2020;150360;2261;;
10026588;PM02;COL-MQ-MENV;24/02/2020;Inspección motores Mantequillería 2;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;0,69;CEGS;28/02/2020;28/02/2020;150360;2262;;
10026589;PM02;COL-SV-ACOM;24/02/2020;Insp Compresor de Aire N°1/N°2;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;0,56;CEGS;25/02/2020;25/02/2020;150159;1801;;
10026590;PM02;COL-P1-EVAP;24/02/2020;Inspección mensual instrum EVAP/SECA P1;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;0,73;CEGS;25/02/2020;25/02/2020;150163;1815;;
10026591;PM02;COL-P1-RALM;24/02/2020;Inspección Silos de Leche;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;0,83;CEGS;25/02/2020;25/02/2020;150180;1837;;
10026593;PM02;COL-SV-SVAP;24/02/2020;Inspección bombas alim. agua caldera;EJEC CREA;CTEC NOTP KKMP NLIQ PREC;3;0,27;CEGS;24/02/2020;;150204;1878;;
10026594;PM02;COL-P1-EVAP;24/02/2020;Inspección bombas/motores Evapordador P1;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;1,67;CEGS;24/02/2020;25/02/2020;150210;1884;;
10026595;PM02;COL-PC-MEZC;24/02/2020;Inspección de Mezcladores (BD-3300A/B);EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;1,43;CEGS;24/02/2020;25/02/2020;150250;1984;;
10026596;PM02;COL-P1-SECA;24/02/2020;Insp. tableros equipos Secado P1;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;0,35;CEGS;24/02/2020;25/02/2020;150217;1891;;
10026597;PM02;COL-SV-SREF;24/02/2020;Insp. Sist. Condensación evaporativa;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;2,23;CEGS;24/02/2020;25/02/2020;150247;1981;;
10026598;PM02;COL-SV-SREF;24/02/2020;Insp. Sist. Conmpresión amoniaco;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;2,23;CEGS;24/02/2020;25/02/2020;150248;1982;;
10026599;PM02;COL-P1-RALM;24/02/2020;Insp. Tanques alim amoniaco a silos;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;0,73;CEGS;24/02/2020;25/02/2020;150182;1840;;
10026603;PM02;DAL-QP-ENVA-TP1220;24/02/2020;Limpieza e inspección a tapadora TP-1220;PNEJ;CTEC IMPR KKMP NLIQ PREC;1;0,00;CEGD;;;150158;1800;;
10026621;PM02;DAL-SV-STAP;24/02/2020;Inspección a bombas centrífugas 19;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;1,04;CEGD;23/02/2020;23/02/2020;150233;1922;;
10026661;PM02;DAL-QN-COAG;24/02/2020;Inspección a PLC 5;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;1,04;CEGD;29/02/2020;29/02/2020;150253;2005;;
10026749;PM02;DAL-LD-ENVA-FL4200A;24/02/2020;Mantenimiento a llenadora A (UHT);EJEC;CTEC KKMP NLIQ PREC;1;0,00;CEGD;;;150403;2335;;
10026820;PM01;DAL-SV-LIMP-NV9700A1;24/02/2020;REMPLAZO DE ELECTROVALVULA Y BOBINA;EJEC;CTEC NOTI KKMP NLIQ PREC;1;9,36;CEGD;24/02/2020;24/02/2020;0;0;;
10026841;PM01;DAL-LD-ENVA-FL4200A;24/02/2020;AJUSTE DE LAS TUERCAS DE LA CONTRAPARTE;EJEC;CTEC NOTI KKMP NLIQ PREC;1;0,00;CEGD;25/02/2020;25/02/2020;0;0;;
10026653;PM02;DAL-QN-DPCS-A2600;23/02/2020;Inspección a agitador tanque de suero;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;0,52;CEGD;19/02/2020;19/02/2020;150253;1997;;
10026654;PM02;DAL-QN-COAG;23/02/2020;Inspección a agitador tina coagulación;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;2,60;CEGD;19/02/2020;19/02/2020;150253;1998;;
10026669;PM02;DAL-QP-PPRE;23/02/2020;Insp motores eléctr. Pesaje y prepar. 1;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;4,16;CEGD;21/02/2020;21/02/2020;150282;2103;;
10026670;PM02;DAL-QP-PPRE;23/02/2020;Insp motores eléctr. Pesaje y prepar. 2;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;4,16;CEGD;21/02/2020;21/02/2020;150282;2104;;
10026671;PM02;DAL-QP-EMPA;23/02/2020;Insp motores eléctr. Empaque 1;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;1,04;CEGD;19/02/2020;19/02/2020;150283;2105;;
10026672;PM02;DAL-QP-EMPA;23/02/2020;Insp motores eléctr. Empaque 2;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;3,12;CEGD;19/02/2020;19/02/2020;150283;2106;;
10026673;PM02;DAL-QP-EMPA;23/02/2020;Insp motores eléctr. Empaque 3;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;3,12;CEGD;18/02/2020;18/02/2020;150283;2107;;
10026674;PM02;DAL-QP-EMPA;23/02/2020;Insp. conjunto motor-bomba túnel efriam.;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;1,04;CEGD;18/02/2020;18/02/2020;150283;2282;;
10026747;PM01;DAL-SV-SREF-AA9403;23/02/2020;REPARAR SIST. ELECTRICO CAVA #3;EJEC;CTEC NOTI KKMP NLIQ PREC;1;1,04;CEGD;23/02/2020;23/02/2020;0;0;;
