Orden;Clase de orden;Ubicac.técnica;Fe.inic.extrema;Texto breve;Status usuario;Status sistema;Cl.actividad PM;Cst.tot.reales;Ce.emplazam.;Fe.inicio real;Fecha fin real;Plan mant.prev.;Pos.mantenim.;;
10032129;PM01;COL-P1-EVAP-Q1360;06/04/2021;Reparar tapa de tina condensado;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;328,62;CEGS;06/04/2021;07/04/2021;0;0;;
10032157;PM01;DAL-LD-STER-HG4100A;06/04/2021;Reemplazar aceite y filtro Hmg UHT;EJEC;CTEC NOTI IMPR FMAT MOVM NLIQ PREC;1;1.084,73;CEGD;10/06/2021;10/06/2021;0;0;;
10032159;PM01;COL-P1-EVAP-PM1350A1;06/04/2021;Reparar cableado de bomba primer efecto;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;31,15;CEGS;06/04/2021;06/04/2021;0;0;;
10032161;PM01;DAL-QP-PPRE-PM1131;06/04/2021;Reparar Cable de Motor;EJEC;CTEC NOTI EDET KKMP NLIQ PREC;1;0,00;CEGD;06/04/2021;06/04/2021;0;0;;
10032162;PM01;DAL-QP-PPRE-PM1131;06/04/2021;10013712 Reemplazar LIQUID TIGHT;ESPR;LIB. EDET MACO NLIQ PREC;1;0,00;CEGD;;;0;0;;
10032163;PM01;DAL-QN-EMPA-CYM2512;06/04/2021;Verificar Funcionm. motor;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;463,72;CEGD;29/04/2021;29/04/2021;0;0;;
10032164;PM01;DAL-AX-EPOR-CD8003;06/04/2021;Ajuste de sensor de producto en Hitachi;EJEC;CTEC NOTI EDET KKMP NLIQ PREC;1;122,27;CEGD;05/04/2021;05/04/2021;0;0;;
10032165;PM01;DAL-AX-EPOR-CD8004;06/04/2021;Ajuste de Impresion en HITACHI;EJEC;CTEC NOTI EDET KKMP NLIQ PREC;1;0,00;CEGD;06/04/2021;06/04/2021;0;0;;
10032166;PM01;DAL-LD-ENVA-FL4200A;06/04/2021;Reemplazo de Sufrideras llenadora UHT;EJEC;CTEC NOTI EDET MACO MOVM NLIQ PREC;1;223,10;CEGD;01/04/2021;01/04/2021;0;0;;
10032167;PM01;DAL-QP-ENVA-FL1210A;06/04/2021;Reemplazo de Correa en llenadora;EJEC;CTEC NOTI EDET MACO MOVM NLIQ PREC;1;308,89;CEGD;14/04/2021;14/04/2021;0;0;;
10032173;PM01;DAL-QN-COAG-P2450A;06/04/2021;Revisar/Reparar Bomba Vacio Torre A;EJEC ESPS;CTEC NOTI FMAT MOVM NLIQ PREC;1;2.796,19;CEGD;31/05/2021;31/05/2021;0;0;;
10032176;PM01;DAL-QN-EMPA-PK2510;06/04/2021;Ajustar sello de silicon de empacadora;EJEC;CTEC NOTI KKMP NLIQ PREC;1;256,26;CEGD;09/09/2021;09/09/2021;0;0;;
10030833;PM01;COL-AX-EPOR-W8004;05/04/2021;Reemplazar bateria de balanza electronic;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;100,13;CEGS;05/04/2021;05/04/2021;0;0;;
10032080;PM01;DAL-LD-STER-NV4110A6;05/04/2021;Corregir Fuga en Valvula V6;EJEC;CTEC NOTI EDET KKMP NLIQ PREC;1;0,00;CEGD;06/04/2021;06/04/2021;0;0;;
10032090;PM02;COL-PC-FLEX-FL3110A;05/04/2021;Mantenimiento Llenadora FL-3110A;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;3;133,55;CEGS;05/04/2021;05/04/2021;150190;1855;;
10032114;PM02;COL-PC-FLEX-FL3110B;05/04/2021;Lubr y Engr Mensual Llenad Fab 260-2-BLu;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;162,07;CEGS;05/04/2021;05/04/2021;150154;1790;;
10032126;PM01;DAL-QP-PPRE-HG1160A;05/04/2021;Reemplazo de Aceite en homogenizador;EJEC;CTEC NOTI EDET MACO MOVM NLIQ PREC;1;9,80;CEGD;06/04/2021;06/04/2021;0;0;;
10032127;PM01;DAL-QP-EMPA-PM1301;05/04/2021;Verificar/Reemplazar Rodamientos;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10032130;PM01;DAL-QP-EMPA-CYM1361A;05/04/2021;Colocar Proteccion de aspa a motor;PROG;LIB. EDET KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10032160;PM01;COL-AX-AUTO-X8007;05/04/2021;Chequear completar nivel de aceite;EJEC CREA;CTEC NOTI NLIQ PREC;1;12,92;CEGS;05/04/2021;05/04/2021;0;0;;
10032168;PM01;DAL-SV-SVAP-B9100C;05/04/2021;Reparar Conectores de Electrodos;EJEC;CTEC NOTI EDET KKMP NLIQ PREC;1;220,18;CEGD;11/04/2021;11/04/2021;0;0;;
10032115;PM02;COL-PC-FLEX;04/04/2021;Lubr transportes Sala Llenaje 1;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;103,38;CEGS;04/04/2021;04/04/2021;150155;1791;;
10032117;PM02;COL-PC-FLEX-Z3120A;04/04/2021;Mant. Enfardadora Z-3120A (Raumak 1);EJEC CREA;CTEC NOTI EDET KKMP NLIQ PREC;1;51,69;CEGS;04/04/2021;04/04/2021;150191;1856;;
10032118;PM02;COL-PC-FLEX-Z3120B;04/04/2021;Mant. Enfardadora Z-3120B (Raumak 2);EJEC CREA;CTEC NOTI EDET KKMP NLIQ PREC;1;51,69;CEGS;04/04/2021;04/04/2021;150192;1857;;
10032119;PM02;COL-P1-SECA;04/04/2021;Lubr área Evaporación / Secado P1;EJEC CREA;CTEC NOTI EDET KKMP NLIQ PREC;1;64,61;CEGS;04/04/2021;04/04/2021;150195;1860;;
10032125;PM01;COL-SV-ELEC-G9601;04/04/2021;Ajustar parametros de AVR;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;79,36;CEGS;04/04/2021;04/04/2021;0;0;;
10032019;PM01;COL-AX-EDIF-ED8008;03/04/2021;Reparacion de laminado en Sala Raumak.;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;39,44;CEGS;03/04/2021;03/04/2021;0;0;;
10032029;PM02;DAL-QN-RALM-M2140;03/04/2021;Inspección a máquina clarificadora;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;128,12;CEGD;05/09/2021;05/09/2021;150251;1988;;
10032030;PM02;DAL-QN-PAST-M2320;03/04/2021;Inspección a máquina descremadora;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;128,12;CEGD;05/09/2021;05/09/2021;150251;1989;;
10032067;PM01;DAL-QP-EMPA-ET1320;03/04/2021;SE REQUIERE REEMPLAZAR LA ESPONJA DE LA;EJEC;CTEC NOTI EDET MACO MOVM NLIQ PREC;1;517,41;CEGD;03/04/2021;03/04/2021;0;0;;
10032083;PM02;COL-P1-EVAP-HG1370;03/04/2021;Lubricación homogeneizador P1 (HG-1370);EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;25,85;CEGS;03/04/2021;03/04/2021;150361;2263;;
10032107;PM02;COL-SV-SREF;03/04/2021;Lubric. ventiladores condensad. amoniaco;EJEC CREA;CTEC NOTI EDET KKMP NLIQ PREC;1;64,61;CEGS;03/04/2021;03/04/2021;150246;1980;;
10032109;PM02;COL-SV-SREF;03/04/2021;Insp. Sist. Condensación evaporativa;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;103,38;CEGS;03/04/2021;03/04/2021;150247;1981;;
10032124;PM02;COL-P1-EDIL;03/04/2021;Mantenimiento Maquinas Centrifugas;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;107,52;CEGS;03/04/2021;03/04/2021;150340;2221;;
10032206;PM02;PAR-SV-SREF-UMA9402;03/04/2021;Mantenimiento UMA 30 TON;PNEJ;CTEC EDET KKMP NLIQ PREC;1;0,00;CEPF;;;150453;2404;;
10031523;PM02;COL-P1-RALM-AM1130E;02/04/2021;Mant. Motor eléctrico AM-1130D (Silo 5);EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;49,85;CEGS;02/04/2021;02/04/2021;150173;1830;;
10032020;PM02;DAL-OP-QANA;02/04/2021;Inspección a fundidoras Quesós Análogos;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;512,52;CEGD;20/09/2021;26/09/2021;150370;2281;;
10032111;PM02;COL-SV-SREF;02/04/2021;Insp. Sist. Conmpresión amoniaco;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;103,38;CEGS;02/04/2021;02/04/2021;150248;1982;;
10031344;PM02;COL-PC-MEZC;01/04/2021;Mant. a transportadores Mezclas en seco;EJEC CREA;CTEC NOTI IMPR KKMP NLIQ PREC;1;103,38;CEGS;02/04/2021;02/04/2021;150249;1983;;
10032015;PM02;DAL-QN-COAG-PK2460;01/04/2021;Inspección a empacadora de vacío Pk-2460;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;64,07;CEGD;05/09/2021;05/09/2021;150463;1954;;
10032016;PM02;DAL-QN-EMPA-PK2510;01/04/2021;Inspección a empacadora de vacío Pk-2510;ESPR;LIB. IMPR KKMP NLIQ PREC;3;0,00;CEGD;;;150463;1955;;
10032017;PM02;DAL-QN-EMPA-PK2520;01/04/2021;Mantenimiento a empacadora Formpack;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150431;2373;;
10032028;PM02;DAL-LD-ENVA-FL4200A;01/04/2021;Mantenimiento a llenadora A (UHT);EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;1;0,00;CEGD;06/04/2021;06/04/2021;150403;2335;;
10032128;PM01;COL-PC-FLEX-CY3120A3;01/04/2021;Base de transportador suelta;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;34,53;CEGS;01/04/2021;01/04/2021;0;0;;
10032156;PM01;COL-SV-SREF-AM9440B;01/04/2021;Reemplazar rodamientos del motor;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;98,90;CEGS;01/04/2021;01/04/2021;0;0;;
10032021;PM02;DAL-QP-EMPA-ET1340;31/03/2021;Mantenimiento a Colocadora ET-1340;PNEJ;CTEC KKMP NLIQ PREC;1;0,00;CEGD;;;150314;2161;;
10032054;PM01;DAL-SV-ELAB-LB9927;31/03/2021;Reparar Puerta de Campana para Gases;EJEC ESPS;CTEC NOTP MACO MOVM NLIQ PREC;1;548,94;CEGD;31/03/2021;;0;0;;
10032064;PM01;COL-PC-FLEX-Z3111A;31/03/2021;Calibrar balanza GARVENS A.;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;3,59;CEGS;31/03/2021;31/03/2021;0;0;;
10032066;PM01;DAL-SV-ELEC-G9600;31/03/2021;Mantenimiento a generador, cambio de fil;CREA;CERR MACO NEJE PREC;1;0,00;CEGD;;;0;0;;
10032068;PM02;DAL-SV-ELEC-GM9600;31/03/2021;Mantenimiento preventivo motor GM9600;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;2.092,90;CEGD;03/04/2021;03/04/2021;150284;2108;;
10032069;PM01;DAL-QP-EMPA-CY1342;31/03/2021;REEMPLAZAR PERFILES TRANSPORTE DE HORNOS;EJEC;CTEC NOTP MACO MOVM NLIQ PREC;1;2.345,57;CEGD;02/07/2021;;0;0;;
10032060;PM01;COL-PC-FLEX-FL3110B;30/03/2021;Reemplazar correas de arrastre;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;244,00;CEGS;30/03/2021;30/03/2021;0;0;;
10032061;PM01;COL-SV-SREF-AM9440A;30/03/2021;Reemplazar rodamientos del motor;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;69,28;CEGS;30/03/2021;30/03/2021;0;0;;
10032062;PM01;COL-SV-ELEC-GM9602;30/03/2021;Servicio y cambio de aceite y filtros;EJEC CREA;CTEC NOTI FENA MOVM NLIQ PREC;1;204,89;CEGS;30/03/2021;30/03/2021;0;0;;
10032063;PM01;COL-PC-FLEX-CY3110A;30/03/2021;Ajustar cadena transportador F A.;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;4,20;CEGS;30/03/2021;30/03/2021;0;0;;
10032065;PM01;COL-MQ-MENV-D5110A;30/03/2021;Reemplazar valvula de agua helada deteri;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;33,61;CEGS;30/03/2021;30/03/2021;0;0;;
10032098;PM02;COL-SV-STAP;30/03/2021;Inspección motores Sist. Agua Potable;PNEJ CREA;CTEC KKMP NLIQ PREC;3;0,00;CEGS;;;150232;1914;;
10032100;PM02;COL-PC-MEZC;30/03/2021;Inspección de Mezcladores (BD-3300A/B);PNEJ CREA;CTEC EDET KKMP NLIQ PREC;3;0,00;CEGS;;;150250;1984;;
10032113;PM02;COL-MQ-MENV;30/03/2021;Lubr transportes Mantequillería;PNEJ CREA;CTEC EDET KKMP NLIQ PREC;1;0,00;CEGS;;;150257;2028;;
10031029;PM02;COL-SV-SGAS-T9210A;29/03/2021;Mant. Tanque de Gasoil T-9210;EJEC CREA;CTEC NOTI IMPR KKMP NLIQ PREC;1;33,60;CEGS;29/03/2021;29/03/2021;150205;1879;;
10031030;PM02;COL-SV-SGAS-T9210B;29/03/2021;Mant. Tanque de Gasoil T-9210B;EJEC CREA;CTEC NOTI IMPR KKMP NLIQ PREC;1;33,60;CEGS;29/03/2021;29/03/2021;150207;1881;;
10031997;PM02;DAL-SV-SREF-E9410B;29/03/2021;Limpieza e inspección sistema E-9410B;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;1.384,81;CEGD;25/07/2021;25/07/2021;150397;2125;;
10032057;PM01;COL-PC-FLEX-Z3120A;29/03/2021;Ajustar y cuadrar sellado horizontal;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;3,59;CEGS;29/03/2021;29/03/2021;0;0;;
10032058;PM01;COL-PC-FLEX-Z3120B;29/03/2021;Alinear y ajustar correas de arrastre;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;3,59;CEGS;29/03/2021;29/03/2021;0;0;;
10032059;PM01;COL-AX-AUTO-X8006;29/03/2021;Reemplazar borne y bateria;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;4,20;CEGS;29/03/2021;29/03/2021;0;0;;
10031977;PM02;DAL-SV-SREF-E9410A;28/03/2021;Limpieza e inspección sistema E-9410A;EJEC;CTEC NOTI IMPR FCAP KKMP NLIQ PREC;1;1.384,81;CEGD;24/07/2021;24/07/2021;150396;2121;;
10031978;PM02;DAL-SV-LIMP;28/03/2021;Inspección a válvulas neumáticas LIMP 1;EJEC;CTEC NOTI FCAP IMPP MACO MOVM NLIQ PREC;3;770,24;CEGD;18/09/2021;18/09/2021;150471;1990;;
10031979;PM02;DAL-SV-LIMP;28/03/2021;Inspección a válvulas neumáticas LIMP 2;ESPR;LIB. IMPR FCAP KKMP NLIQ PREC;3;0,00;CEGD;;;150471;1991;;
10031980;PM02;DAL-OP-QANA;28/03/2021;Inspección a sistema de hilado;PNEJ;CTEC FCAP KKMP NLIQ PREC;3;0,00;CEGD;;;150402;2334;;
10031982;PM02;DAL-QP-ENVA;28/03/2021;Insp motores eléctr. Envasado 2;EJEC;CTEC NOTI IMPR FCAP KKMP NLIQ PREC;3;576,58;CEGD;19/09/2021;20/09/2021;150156;1795;;
10031983;PM02;DAL-SV-STAP;28/03/2021;Inspección a bombas centrífugas 18;EJEC;CTEC NOTI IMPR FCAP KKMP NLIQ PREC;3;173,10;CEGD;11/07/2021;11/07/2021;150233;1921;;
10031984;PM02;DAL-SV-STAP;28/03/2021;Inspección a bombas centrífugas 19;EJEC;CTEC NOTI IMPR FCAP KKMP NLIQ PREC;3;173,10;CEGD;12/07/2021;12/07/2021;150233;1922;;
10031985;PM02;DAL-QN-COAG;28/03/2021;Inspección a válvulas neumáticas 13;ESPR;LIB. IMPR FCAP KKMP NLIQ PREC;3;0,00;CEGD;;;150233;1923;;
10031986;PM02;DAL-QN-COAG;28/03/2021;Inspección a válvulas neumáticas 14;ESPR;LIB. FCAP KKMP NLIQ PREC;3;0,00;CEGD;;;150233;1924;;
10031987;PM02;DAL-SV-SREF;28/03/2021;Inspección separadores agua helada;EJEC;CTEC NOTI IMPR FCAP KKMP NLIQ PREC;3;73,39;CEGD;28/04/2021;28/04/2021;150311;2148;;
10031988;PM02;DAL-SV-SREF;28/03/2021;Inspección banco de hielo;EJEC;CTEC NOTI IMPR FCAP KKMP NLIQ PREC;3;293,57;CEGD;28/04/2021;28/04/2021;150311;2149;;
10031989;PM02;DAL-SV-SREF;28/03/2021;Inspección Pre-Chiller;EJEC;CTEC NOTI IMPR FCAP KKMP NLIQ PREC;3;156,11;CEGD;16/06/2021;16/06/2021;150311;2150;;
10031990;PM02;DAL-SV-SREF;28/03/2021;Inspección motor-bomba agua helada;EJEC;CTEC NOTI IMPR FCAP KKMP NLIQ PREC;3;259,65;CEGD;24/07/2021;24/07/2021;150311;2151;;
10031991;PM02;DAL-SV-SREF;28/03/2021;Inspección tablero banco de hielo;EJEC;CTEC NOTI IMPR FCAP KKMP NLIQ PREC;3;146,78;CEGD;08/04/2021;08/04/2021;150311;2152;;
10031992;PM02;DAL-QP-PPRE;28/03/2021;Inspección a fundidoras;PNEJ;CTEC FCAP KKMP NLIQ PREC;3;0,00;CEGD;;;150244;1963;;
10031993;PM02;DAL-QP-PPRE;28/03/2021;Inspección Conjunto Motor-Extractor;PNEJ;CTEC FCAP KKMP NLIQ PREC;1;0,00;CEGD;;;150244;2405;;
10032048;PM01;COL-PC-FLEX-FL3110A;28/03/2021;Reemplazar cilindro de tapa de cierre;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;7,19;CEGS;28/03/2021;28/03/2021;0;0;;
10032089;PM02;COL-P1-RALM-T1130A;28/03/2021;Insp. Tanque A amoniaco líq. T-1130A;PNEJ CREA;CTEC KKMP NLIQ PREC;3;0,00;CEGS;;;150185;1850;;
10032122;PM02;COL-SV-SREF;28/03/2021;Inspección a motores eléctricos SREF;PNEJ CREA;CTEC KKMP NLIQ PREC;3;0,00;CEGS;;;150341;2222;;
10031685;PM02;DAL-SV-SREF-UMA9480A;27/03/2021;Mantenimiento UMA Coagulación;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150290;2114;;
10031686;PM02;DAL-SV-SREF-UMA9480C;27/03/2021;Mantenimiento UMA Empaque;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150292;2116;;
10031951;PM02;DAL-QN-PAST-P2321;27/03/2021;Insp. bomba tolva crema (descremadora);EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;64,07;CEGD;05/09/2021;05/09/2021;150462;1951;;
10031952;PM02;DAL-QN-COAG;27/03/2021;Insp. bombas de vacío torres formadoras;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;128,12;CEGD;12/09/2021;12/09/2021;150462;1952;;
10031953;PM02;DAL-QN-COAG-P2460;27/03/2021;Inspección a bomba de vacío P-2460;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;128,12;CEGD;05/09/2021;05/09/2021;150462;1953;;
10031954;PM02;DAL-QN-EMPA-P2510;27/03/2021;Inspección a bomba de vacío P-2510;ESPR;LIB. IMPR KKMP NLIQ PREC;1;0,00;CEGD;;;150462;2423;;
10031955;PM02;DAL-LD-STER;27/03/2021;Insp. conjuntos motor-bomba E4110A UHT;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;13,73;CEGD;26/03/2021;26/03/2021;150429;2370;;
10031956;PM02;DAL-LD-ENVA;27/03/2021;Inspección motores transportadores UHT;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;9,15;CEGD;26/03/2021;26/03/2021;150429;2371;;
10031957;PM02;DAL-QN-EMPA;27/03/2021;Inspección motores bombas vacío QN-EMPA;ESPR;LIB. IMPR FCAP KKMP NLIQ PREC;3;0,00;CEGD;;;150442;2383;;
10032042;PM01;DAL-QN-PAST-NV2305B3;27/03/2021;Verificar/Reparar Fuga valvula (val.NV9);ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10032047;PM01;COL-AX-EPOR-W8006;27/03/2021;Reemplazar cinta termica y ajustar tempe;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;3,59;CEGS;27/03/2021;27/03/2021;0;0;;
10032053;PM01;COL-SV-ELEC-GM9600;27/03/2021;Servicio y cambio de aceite y filtros;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;121,48;CEGS;27/03/2021;27/03/2021;0;0;;
10031398;PM02;PAR-MS-MEZC-M1200A2;26/03/2021;Mantenimiento a tamiz centrífugo;EJEC;CTEC NOTI EDET FMAT NLIQ PREC;1;0,00;CEPF;14/04/2021;14/04/2021;150506;2459;;
10031950;PM02;DAL-SV-SVAP-B9100C;26/03/2021;Mantenimeinto a caldera B-9100C;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;146,78;CEGD;28/04/2021;28/04/2021;150411;2342;;
10031958;PM02;DAL-QN-COAG;26/03/2021;Inspección válvulas extracción de suero;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;384,38;CEGD;12/09/2021;12/09/2021;150460;2421;;
10032036;PM01;DAL-SV-LIMP-NV97088;26/03/2021;Verificar/Corregir Fuga en Valvula;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10032038;PM01;DAL-QP-ENVA-CY1210A2;26/03/2021;Reemplazo de Piñon;EJEC;CTEC NOTI KKMP NLIQ PREC;1;45,77;CEGD;26/03/2021;26/03/2021;0;0;;
10032039;PM01;DAL-QP-ENVA-FL1210A;26/03/2021;Reemplazo de Correa en llenadora;EJEC;CTEC NOTI KKMP NLIQ PREC;1;45,77;CEGD;26/03/2021;26/03/2021;0;0;;
10032040;PM01;DAL-QP-ENVA-FL1210A;26/03/2021;Reemplazar Rodamientos Tornillo Sinfin;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;453,94;CEGD;29/03/2021;29/03/2021;0;0;;
10032043;PM01;DAL-QP-ENVA-FL1210A;26/03/2021;10013675 Cambiar Rodamientos Tornillo Si;EJEC;CTEC NOTP FMAT MOVM NLIQ PREC;1;337,55;CEGD;30/03/2021;;0;0;;
10032044;PM01;DAL-QP-EMPA-ZM1360A;26/03/2021;Reemplazar Tornillo;EJEC;CTEC NOTP EDET MACO MOVM NLIQ PREC;1;346,20;CEGD;26/03/2021;;0;0;;
10032045;PM01;DAL-QP-ENVA-CY1210A2;26/03/2021;10013674 Reemplazar Piñon en llenadora;EJEC;CTEC NOTI KKMP NLIQ PREC;1;440,35;CEGD;19/03/2021;19/03/2021;0;0;;
10032052;PM01;COL-P2-EVAP-HG2160;26/03/2021;Fabricar empaque e inserto de bloque;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;548,36;CEGS;26/03/2021;28/03/2021;0;0;;
10032055;PM01;DAL-QN-COAG-PM2422;26/03/2021;Verificar Func.Motor Bomba 2 descarga ti;EJEC;CTEC NOTI KKMP NLIQ PREC;1;177,90;CEGD;13/05/2021;13/05/2021;0;0;;
10032056;PM01;DAL-OP-QANA-ZM3250B;26/03/2021;Colocar Tuercas al Amasador;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;73,41;CEGD;26/03/2021;26/03/2021;0;0;;
10031907;PM02;DAL-SV-SREF;25/03/2021;Inspección a tableros frío primario;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;146,78;CEGD;27/04/2021;27/04/2021;150393;2325;;
10031908;PM02;DAL-SV-SREF;25/03/2021;Inspección a tableros amononiaco;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;146,78;CEGD;28/04/2021;28/04/2021;150393;2326;;
10031909;PM02;DAL-SV-SREF;25/03/2021;Inspección a tableros UMA's;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;146,78;CEGD;28/04/2021;28/04/2021;150393;2327;;
10031910;PM02;DAL-SV-SVAP-B9100A;25/03/2021;Mantenimeinto a caldera;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;146,78;CEGD;28/04/2021;28/04/2021;150398;2330;;
10031911;PM02;DAL-LD-STER-HG4100A;25/03/2021;Mantenimiento a homogeneizador UHT;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;0,00;CEGD;06/04/2021;06/04/2021;150400;2332;;
10031913;PM02;DAL-AX-EPOR-CD8001;25/03/2021;Mantenimiento a codificadora portátil;PROG;CTEC NOTI IMPR KKMP NLIQ PREC;1;88,95;CEGD;24/05/2021;24/05/2021;150490;2441;;
10031917;PM02;DAL-AX-EPOR-CD8005;25/03/2021;Mantenimiento a codificadora portátil;PNEJ;CTEC FCAP KKMP NLIQ PREC;1;0,00;CEGD;;;150490;2445;;
10031959;PM02;DAL-QP-PPRE;25/03/2021;Mtto a reductores y chumaceras PPRE;EJEC;CTEC NOTI IMPR FCAP KKMP NLIQ PREC;1;256,26;CEGD;12/09/2021;12/09/2021;150152;1766;;
10032033;PM01;COL-PC-FLEX-Z3120B;25/03/2021;Ruido y problemas de correas de arrastre;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;78,24;CEGS;25/03/2021;25/03/2021;0;0;;
10032035;PM01;DAL-QP-ENVA-FL1210A;25/03/2021;Reemplazar banda de deslizam.llenadora;ESPS;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10032037;PM01;DAL-QN-COAG-PM2421;25/03/2021;Reparar Motor de Bomba de Descarga;EJEC ESPS;CTEC NOTI KKMP MOVM NLIQ PREC;1;4.697,53;CEGD;27/05/2021;27/05/2021;0;0;;
10032046;PM01;COL-PC-FLEX-Z3120A;25/03/2021;Reemplazar tornillos y reparar elevador;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;49,23;CEGS;25/03/2021;25/03/2021;0;0;;
10031927;PM02;DAL-SV-SREF;24/03/2021;Inspección motor-bomba de E-9410A;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;44,04;CEGD;27/04/2021;27/04/2021;150300;2122;;
10031928;PM02;DAL-SV-SREF;24/03/2021;Inspección Blowers de E-9410A;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;73,39;CEGD;27/04/2021;27/04/2021;150300;2123;;
10031929;PM02;DAL-SV-SREF;24/03/2021;Inspección motores de blowers E-9410A;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;73,39;CEGD;27/04/2021;27/04/2021;150300;2124;;
10031930;PM02;DAL-SV-SREF;24/03/2021;Inspección tablero cond. evap. A/B;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;146,78;CEGD;08/04/2021;08/04/2021;150300;2141;;
10031931;PM02;DAL-SV-SREF;24/03/2021;Inspección motor-bomba de E-9410B;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;44,04;CEGD;27/04/2021;27/04/2021;150301;2126;;
10031932;PM02;DAL-SV-SREF;24/03/2021;Inspección Blowers de E-9410B;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;73,39;CEGD;27/04/2021;27/04/2021;150301;2127;;
10031933;PM02;DAL-SV-SREF;24/03/2021;Inspección motores de blowers E-9410B;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;73,39;CEGD;27/04/2021;27/04/2021;150301;2128;;
10031960;PM02;DAL-QP-ENVA-TP1220;24/03/2021;Limpieza e inspección a tapadora TP-1220;PNEJ;CTEC KKMP NLIQ PREC;1;0,00;CEGD;;;150158;1800;;
10031995;PM01;COL-AX-EPOR-W8002;24/03/2021;Calibracion de balanza;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;100,27;CEGS;24/03/2021;27/03/2021;0;0;;
